branch-load-misses,branch-misses,iTLB-load-misses,dTLB-load-misses,dTLB-store-misses,L1-icache-load-misses,L1-dcache-load-misses,l1d_pend_miss.pending_cycles,l2_rqsts.code_rd_miss,l2_rqsts.all_demand_miss,l2_rqsts.demand_data_rd_miss,l1d_pend_miss.pending_cycles,l2_rqsts.code_rd_miss,l2_rqsts.rfo_miss,cache-misses,LLC-load-misses,LLC-store-misses,l1d_pend_miss.l2_stall,l2_rqsts.swpf_miss,CPI
2951775,2994122,931,85250,380,686777,888958,71847627,45358,233435,178117,64714450,24896,3491,623031,182736,758,16965,0,1.94
2985106,2980448,922,85822,293,696222,861103,74265255,42800,259653,206131,67144070,26989,5465,736054,198444,1628,19719,0,1.89
2861763,2846851,1388,107899,372,914790,928373,84639076,47244,295150,230648,71241698,25102,5902,771195,225887,1728,24202,0,1.84
3169212,3174641,1987,104964,439,888152,940522,86305247,44900,282596,229810,77593087,29645,5670,843208,231924,1687,19469,0,1.78
3130426,3083667,1378,113249,489,859934,1020572,85357155,44375,294585,243947,78570223,27918,9691,873853,249441,3637,23268,0,1.73
2838018,2846309,1735,117221,385,875939,1021582,89410410,46541,323121,258749,82385636,28901,7041,826094,231390,2613,23321,0,1.68
3162390,3142718,1297,98423,431,1139734,980649,75244802,49076,311605,244892,79724089,27560,7610,793090,211391,3209,26535,0,1.76
3182581,3128746,1417,119393,473,965970,1042408,87331659,47046,314238,265252,83181625,27827,9151,874437,240780,2210,21646,0,1.78
2908717,2859153,1166,100935,267,580665,850384,82585555,53567,288789,226666,77250488,30971,3655,752489,217821,607,16941,0,1.86
3277342,3244410,1668,110689,364,757695,922542,87081262,46623,282386,233307,83546769,30475,4526,821219,239373,1627,20726,0,1.73
3302914,3232582,1729,117274,439,913832,1059742,97793636,48294,322438,260922,85124387,28578,9437,907644,253151,3161,18954,0,1.74
2914926,2914661,2157,126646,454,792803,1070496,90355902,46888,310365,251231,82675838,26636,6200,828399,229160,1678,20205,0,1.76
3319756,3335547,1363,115370,566,849888,1087475,93288005,44107,317984,255276,73120575,26754,7740,842576,255892,4161,19771,0,1.71
3356084,3342672,1817,120320,602,904696,1088846,87416885,49971,311179,248177,76913307,28623,6188,830720,231395,2698,21420,0,1.73
3119417,3100752,1882,119607,615,1024447,1074694,86389449,48236,334733,264703,86091886,30283,11930,912670,261702,5426,22940,0,1.74
3306499,3275751,1690,115212,546,880405,1078786,82035492,51210,330695,263558,87053205,28424,8511,892687,258283,2495,19962,0,1.74
3445918,3454093,1893,111734,509,1045381,1059849,77929320,46217,322380,253359,78241294,27295,7909,858167,252547,3892,18499,0,1.71
3301822,3302373,2268,115504,551,954183,1036357,83142663,47683,326295,273405,81963601,25611,8022,917190,258848,3776,20572,0,1.73
3163080,3148180,1474,113335,517,1099673,1028241,86907221,50333,335249,268205,81746093,34135,7083,925936,260596,2225,20564,0,1.8
3275882,3270536,1487,100891,472,820310,896829,74607470,46634,303406,254149,77308503,28961,5116,790835,221745,1486,22942,0,1.79
3264587,3255481,1651,109301,538,1152476,979575,79535629,45749,310983,259792,77991605,27647,10240,883493,246655,2872,21555,0,1.76
3378154,3366950,1394,112144,575,1296018,1052874,82373718,46795,296706,243853,86124523,26660,7186,841305,237364,2435,24325,0,1.75
3306760,3353329,1245,112933,485,1096797,965993,80467422,47584,334217,257411,85808996,44040,6249,806537,239096,2195,25331,0,1.76
3602424,3556446,1540,112844,455,1082540,1010843,77611933,42195,311092,264824,72899511,27357,7728,862664,248586,2798,23691,0,1.69
3645318,3642915,2144,120430,460,917897,1101762,80849611,44458,320144,264350,77370494,29374,8324,833546,246149,2978,18866,0,1.67
3578028,3541030,1803,116313,529,1037382,1111934,83531858,43664,317392,262736,73041605,26564,7978,863866,254240,3642,21768,0,1.63
3169274,3222699,2528,111346,563,963404,1093131,87633546,44357,334500,279423,82120974,28348,9604,836706,232535,3810,22010,0,1.71
2988154,3011793,1591,104800,563,1030212,1020111,81823177,30570,306979,266146,91161814,46123,10198,944774,268886,4946,21980,0,1.67
3277486,3243047,1464,116816,489,890515,907174,68825851,36098,284800,237813,89229200,49273,8226,849572,250124,2852,20254,0,1.68
3338019,3320520,1388,124884,521,956278,1069557,79036246,32833,335358,278126,97295959,47839,6720,882389,251356,2115,18466,0,1.64
3266198,3272527,1454,122582,403,1016300,1044794,74486677,33445,324028,272798,102976171,43100,7605,949679,286304,2616,19494,0,1.67
3218050,3215301,1439,119625,485,959775,1048253,72113876,31268,295191,240346,84625918,46512,9523,905323,264586,3752,21410,0,1.73
2885640,2909214,1775,108414,846,1103204,1109070,74773301,34718,299908,247831,89262709,41392,11397,983690,238331,4499,14875,0,1.35
3284038,3227436,2030,117756,517,1115283,1055157,74328007,35132,320110,268157,87703672,47691,10379,889608,240185,5605,22231,0,1.67
3405833,3337265,2023,118336,740,1091845,1085963,72537022,36541,311291,257105,76848502,43559,12102,894494,252922,6005,22215,0,1.71
2955950,2979894,1415,102213,485,886170,1145631,79664105,35460,319350,261790,92013643,45426,10159,944200,279145,4548,29596,0,1.72
3156490,3169042,1046,92788,442,590194,906611,76000689,31191,234869,204432,73687957,45563,10500,811174,236583,1920,22275,0,1.9
2902137,2888233,1114,95431,386,700472,888010,64513047,30327,256784,218884,79317877,39134,5793,777273,224493,1722,19259,0,1.91
2982506,2973394,986,92423,419,695041,949949,66617368,36960,269011,205100,85163693,47233,8020,810284,238942,3154,19371,0,1.88
3116973,3133077,986,96043,369,789987,883853,62926930,31783,248605,201506,74365307,43991,7008,712135,213704,1868,15436,0,1.9
3210240,3180150,1295,106560,555,924797,904029,61956410,28719,246524,202225,74939951,44127,8439,785317,225985,3088,19199,0,1.9
3149776,3123405,1282,108240,513,881867,957644,62584478,32530,278455,230571,80893775,43423,7879,772255,224135,2937,20147,0,1.81
3212672,3173824,1475,107521,485,931142,874917,68932185,32383,266419,230695,75642209,46719,9248,803446,220862,2817,17385,0,1.86
3014060,3008840,1266,109863,818,1037119,996327,65050405,29838,265485,226001,83972697,44007,9197,804437,229931,2430,18659,0,1.82
2906406,2891658,928,95551,587,1033354,955442,68446439,29168,278090,242234,83052597,43739,8580,834408,233500,2712,21785,0,1.83
3082021,3117608,1282,114287,542,984401,902131,74203897,28330,266891,223479,78761799,45695,8950,759233,207029,2169,18642,0,1.86
3306650,3268343,1307,109326,435,982351,1001101,67963244,28996,274935,237520,79533936,43101,9015,825925,240430,3410,18617,0,1.72
2881704,2863098,1690,113095,481,937765,946753,65757906,30710,291702,268814,91023865,44696,9226,900550,233370,2575,16534,0,1.75
3270183,3289776,1732,121616,406,941498,1077466,73977901,38162,312288,266432,93174634,48690,13167,929903,256189,3993,21107,0,1.76
3350439,3328306,1384,123622,567,976627,1090880,70182727,30499,286915,259036,89020104,45851,13211,953210,258034,3455,21555,0,1.68
3109404,3082314,1699,114703,558,983849,1096965,73655969,31775,281456,252017,87492411,45892,12861,1010633,280757,5566,23401,0,1.7
3349318,3324351,2030,128309,496,968232,1086447,73810586,32893,295448,259081,79092314,48414,12639,953722,261839,4029,22288,0,1.69
3190738,3202515,2021,118150,621,1058207,1039575,65888332,33607,283252,250141,89722831,44874,11670,889380,244604,3264,18384,0,1.76
3050745,3082691,1524,114929,508,842077,994594,70990999,35775,296375,252790,81399037,49822,10923,838957,245491,2573,17546,0,1.79
3257649,3256811,1879,122868,505,805332,1160675,73338450,33083,286404,237466,75047527,44879,10514,863960,255162,3054,20853,0,1.63
3186712,3148698,1577,112190,505,1056164,1135348,68632322,29525,275073,241941,77011939,42379,10456,912935,272853,4294,17763,0,1.7
3365313,3382832,2296,125414,514,797553,1175976,70991911,31322,282310,240685,82311285,44339,10155,921036,285736,5523,24455,0,1.63
3075293,3108517,1753,109187,505,838466,1170075,69854095,38681,302494,247183,74685361,44794,11706,886073,271873,5158,23882,0,1.66
3446809,3434171,1527,121113,555,959609,1146176,75032728,37298,320474,272383,89737356,48677,11875,949996,283964,6517,20504,0,1.6
3260404,3283799,2126,129578,525,846404,1167331,65795058,31121,309166,258222,78034972,46005,11345,910636,275281,6113,22029,0,1.61
3154104,3153557,1845,118657,571,990889,1118327,65784238,29310,307040,263207,77240745,39716,10975,905396,284721,7507,24290,0,1.62
3308996,3340459,2849,127854,501,937799,1113802,62596003,26595,294030,261104,76461903,38996,11796,974808,295165,7503,22979,0,1.6
3245658,3265553,1934,116200,459,886546,1228562,65516381,27727,290064,245201,74471581,36078,10198,813524,232601,6593,19919,0,1.71
3431364,3455907,2022,118083,549,915109,1172192,68493044,34972,305708,270459,81588516,39497,10817,872437,257565,8016,21526,0,1.64
3454220,3490492,2109,123924,579,774802,1145065,63164591,27522,294029,242423,74228594,37520,12633,895563,283738,9349,20601,0,1.54
3326072,3339022,1532,121543,484,847647,1249115,64516541,27790,303336,256102,79618644,37829,11807,870856,272332,8334,20771,0,1.59
3441065,3426623,1757,132131,515,750110,1236224,64110620,31924,309070,264511,78776581,40274,11394,946718,293248,7969,20956,0,1.56
3430918,3461792,1699,105765,339,693410,1119532,67432579,32442,286200,233818,73414969,36367,9402,868993,268470,7378,24214,0,1.58
3415880,3421482,1749,123551,376,754176,1126532,66761344,30193,289028,251359,82985401,43130,12585,910694,275134,9473,19514,0,1.61
3554196,3564519,1628,116898,439,894785,1141544,58440314,28940,281419,245722,77385104,47227,13142,923543,276629,8215,17156,0,1.61
3432964,3424876,2000,123369,498,860484,1153370,58378117,27419,283197,240233,77655001,38878,11198,848064,253417,7132,15840,0,1.7
3392248,3419739,1595,116699,381,822921,1154148,61690852,28223,272079,240800,75820402,37250,12004,900671,275013,8827,18719,0,1.31
3588872,3623700,1457,118969,439,821916,1198920,62190815,33009,285091,250112,73121609,38673,11678,886793,273755,8273,25030,0,1.56
3537335,3563841,1741,117560,380,950638,1160952,64053437,28013,290646,256086,72236933,39057,10220,853387,247659,7777,21342,0,1.57
3329720,3345503,1766,112171,364,698528,1199934,66257539,32187,286786,243301,71054549,34394,11865,871910,253674,9112,25358,0,1.57
3338939,3344192,1365,121406,377,616892,1166979,61954397,29351,291258,249113,71481222,36364,11756,904100,273891,8519,21280,0,1.66
3350370,3378907,1427,111183,318,666001,1150322,60953599,29033,281051,236076,70969969,34641,9218,835960,251785,6475,29932,0,1.68
3383729,3388391,1359,107891,284,575774,1079553,60546863,29976,268388,230835,72127793,37552,9458,893861,269302,8149,23965,0,1.62
3360727,3400059,1352,110539,535,959628,1097751,61459716,28414,275219,231698,75254608,41885,9445,900195,265977,8209,24238,0,1.65
3404694,3405713,1888,130543,481,859671,1252145,61434625,28388,299346,261633,74993360,34906,9049,948390,282464,7917,25357,0,1.63
3014578,3025768,1750,103185,393,967451,1107212,59640248,35618,291186,239490,69428516,33382,9006,924342,282070,9510,27587,0,1.56
3283924,3329799,1739,116782,618,978969,1164123,73086934,33528,298484,250122,68667755,33989,10836,895024,262071,9117,26810,0,1.65
3202880,3230593,2138,116221,1477,796333,1095291,67533559,35545,316182,254580,81690158,55339,10618,883041,263150,8814,43450,0,1.61
3356269,3353334,3100,115350,1439,1073422,1204284,66056489,36059,298600,242154,75136176,49565,11340,870893,264828,7585,40680,0,1.65
3147146,3157780,2843,118315,995,818860,1076665,64466879,31636,300762,254105,76993463,48744,10177,881410,281285,6641,34015,0,1.68
3241186,3191945,2419,114512,1038,942510,1219612,72914694,32197,304900,238119,71316208,53546,10958,868468,281058,6188,34136,0,1.58
3151370,3166079,2448,100878,1435,897535,1209757,74064052,37610,311386,256391,73787821,56500,11369,855138,273331,8533,39672,0,1.58
3164308,3177623,2292,108859,1309,860006,1123815,73081974,34024,289069,242208,78630586,47274,11688,799356,259076,6650,29293,0,1.57
3094731,3125933,2547,123484,1321,812069,1211402,74225121,35298,308905,253423,81764166,55591,13902,911738,292530,9634,35664,0,1.53
3047894,3029958,2142,119984,1108,918066,1196815,73126390,35492,324079,257343,73043276,45793,8025,739639,226099,5416,29828,0,1.54
3111700,3113327,2308,102134,1166,1387841,1030342,78023368,42147,314162,272018,76346124,45299,8823,746020,228232,7033,32115,0,1.53
3139600,3178397,2464,122399,1561,1061303,1151136,76468816,48152,328433,252880,95569975,41443,9710,826337,253089,7152,38490,0,1.57
2946133,2958866,2130,114197,1448,1046658,1119554,73353873,40348,305695,250892,71543763,44015,10456,732301,225473,7315,35266,0,1.51
3066827,3036805,2339,127917,1753,982739,1148684,70969610,34844,299432,254363,75527325,43908,14379,837488,251236,9302,39566,0,1.54
3205061,3230909,1923,115287,1311,1164654,1222262,73094220,30124,306716,273931,76359864,49644,15307,839477,244911,8913,48975,0,1.48
3098679,3097643,2352,120465,1088,1042478,1186347,68940822,34392,299507,256841,70639481,48045,13779,780492,229818,8574,36939,0,1.52
3057839,3074543,2464,142264,1713,951463,1123399,60981975,39552,270204,231254,66537936,46130,14663,802514,247209,9511,39534,0,1.5
2973064,2996837,1373,85083,1369,597838,893996,65001552,29062,237624,202802,71745729,63710,14028,733641,220680,9508,24388,0,1.76
3029535,2998663,2164,95292,1301,637566,969525,70483596,34348,261740,235611,70313344,41455,7820,633951,178768,6669,28186,0,1.67
3112062,3133037,1862,94272,988,656705,999264,61387058,30293,258221,230191,67362701,47084,7754,764066,222361,5463,37873,0,1.65
3149364,3152053,1360,95550,1017,706427,1044588,64116142,30727,263584,224803,56900104,44022,6123,605771,180828,4133,26583,0,1.77
3103002,3075111,2155,91587,1385,634154,1023363,60985889,39056,272369,219654,60176363,50431,6579,627470,183760,4654,31650,0,1.67
3268628,3297653,1775,102275,1343,614751,1013849,62475371,27712,234293,204851,56774239,45578,6465,616811,181166,3995,39275,0,1.69
3110165,3157959,1749,92699,1301,699656,952442,60424177,30315,244961,211504,53793466,45324,5930,614519,174962,3683,28996,0,1.73
2988557,3003100,1632,94230,912,652063,958585,75165927,32305,259135,216701,60619983,39209,6329,619854,190112,4051,28984,0,1.67
3131091,3152129,1155,99823,887,701164,934760,56175346,24496,243490,216362,54389745,45985,6440,663423,196138,3470,31845,0,1.67
3068412,3071220,1432,89900,1322,707640,967459,59049378,32678,269776,227774,62234990,47039,6127,581425,177425,3062,34560,0,1.72
3048341,3020449,1557,92834,1272,719154,915359,71711417,30567,251989,221254,63026077,43987,6760,679717,202226,3849,40903,0,1.62
2942528,2964655,1900,100948,1310,730035,945554,60890039,24463,250849,215424,60572170,42983,6763,632429,193671,3841,40771,0,1.7
2827802,2890255,1607,94660,1008,760280,992235,67865941,29385,291483,242057,57909889,42283,7450,652221,193715,3078,37769,0,1.68
2892478,2930795,2109,101220,1054,820264,1025766,77119191,30584,278361,238796,61262576,36468,7689,690329,204032,3369,38364,0,1.68
2980679,2989930,1523,102041,1381,898922,1000418,64659552,32189,271710,242204,68413760,37428,9483,721644,212518,3747,36449,0,1.71
2923577,2973955,1804,104720,1377,980964,1090502,68952263,26695,270500,238417,67481132,32754,8422,701719,212042,2968,42051,0,1.61
2978223,3011730,2034,103015,1515,816564,1060619,62338556,27203,280312,248926,68933187,32293,9054,721532,203906,3617,45519,0,1.71
2965254,3008551,1820,96774,972,887886,1048850,66098858,25991,256841,231803,65972790,30317,8384,712909,216089,3343,43481,0,1.66
2816968,2854286,1708,103089,992,879570,1125303,71402779,28913,292055,252407,61767344,33630,8417,646270,198182,3035,42325,0,1.61
2921742,2946629,2001,98798,1318,759708,991517,75455160,36827,270133,223889,72377805,30809,7751,685693,206735,2456,48876,0,1.59
2905589,2917891,1916,102784,1243,679163,1106961,75064010,30273,278094,243710,64988359,34451,6453,687707,199933,2532,40800,0,1.65
2915076,2972129,1676,98404,1374,957622,1064047,71270880,25064,277093,241507,65070693,29844,6784,687900,196438,1371,46020,0,1.59
2923187,2948493,1858,99470,979,888512,1098225,67669158,26904,273227,240064,64194289,29117,5907,647496,184422,1105,47236,0,1.64
2857039,2917382,2006,107854,1059,776513,1133546,70370556,27506,288208,258631,66108746,32942,6884,682758,197729,2070,42537,0,1.58
2759128,2804723,1737,107599,1385,767339,1064024,66075156,32528,270047,248100,68389983,31264,6252,682403,191521,774,236484,0,1.56
2754236,2774510,1808,103978,1385,775211,1112666,84342381,33565,281005,238863,69705322,31721,5699,665685,186592,1406,36201,0,1.59
2856890,2891683,1997,96768,1486,883051,1014135,63939968,24124,282044,257646,68915496,33289,5603,695526,191289,1009,35571,0,1.59
2788693,2841914,2434,98258,1118,985836,1009036,64309225,23885,257436,228577,58487597,27577,5175,658835,182121,1206,35533,0,1.57
2971325,3000392,1251,101732,916,801612,1089887,78136412,31099,281633,250400,68910142,28039,5272,693294,194919,1384,31206,0,1.61
2807825,2842567,1670,101849,1385,878429,1077161,65622726,26067,280877,248851,66669848,36686,4389,682413,192305,1057,38338,0,1.59
2839761,2840565,2666,97360,1372,774066,1068389,77907608,30761,291474,252148,71773945,31012,5423,721313,199903,1851,32894,0,1.58
2893954,2910863,2318,102132,1276,790043,1030181,89429026,35328,285184,252876,78996321,30397,6027,703426,188399,1315,36487,0,1.59
2813361,2852931,2370,96873,921,776186,1074618,68991272,25987,277329,248905,66211636,31361,4358,726553,197354,1549,33388,0,1.62
2822027,2869981,1536,101690,795,764144,1030071,70184720,28498,291344,259723,66331653,31779,5140,700378,186307,1108,37685,0,1.58
2824179,2836009,1807,99204,992,906050,1002774,62748946,25157,259448,231488,58461193,41058,6829,717274,184207,1997,35805,0,1.62
3042816,3057088,1263,99847,389,833455,1103523,60784460,23498,262727,234260,56811706,21929,5882,690067,190954,2775,19993,0,1.68
2992039,3025627,1297,94724,485,1024911,932272,51988925,22860,239742,219067,54964532,22151,6107,660986,175071,2340,22166,0,1.75
2882864,2917757,1097,106631,489,905356,913431,71478148,26798,245623,228989,69987381,27076,6365,750772,203134,2912,25091,0,1.73
2919841,2950612,1328,112400,444,995876,1030703,58059459,22515,274993,249842,60150565,21873,5568,691983,193911,2330,24181,0,1.75
2787948,2819483,2010,101002,485,965775,1031204,60447862,24247,271914,248239,63000721,23883,8591,722032,188852,2716,21824,0,1.71
2639186,2653270,1904,103572,1493,880936,965331,71749674,27997,255174,224925,73836650,24143,6872,743419,198332,2739,26979,0,1.72
2671665,2733984,1779,104975,1410,970172,1014583,69617072,23644,261047,243756,68414806,23248,6131,735883,191785,3130,23291,0,1.76
2803466,2871548,1981,114309,1269,725187,1049259,73717224,25353,268049,243288,69431252,26980,6577,736623,195398,2192,22629,0,1.75
3084582,3105375,1641,102234,899,784369,972266,81232635,26678,253369,224352,73431185,26186,6415,734655,204168,2029,25965,0,1.68
2782600,2762156,2383,101475,1552,930411,973550,71117693,25890,266608,242296,67807554,34515,6733,752060,203878,1565,21885,0,1.69
3140144,3155492,2205,104387,1393,894725,1085963,74516389,30748,293066,254610,71948979,24892,6139,716086,195969,1760,33918,0,1.59
2852162,2878076,1831,116423,1350,812870,1115111,80118054,34622,302797,265466,70222020,27455,6098,686252,176403,1288,34292,0,1.69
2884143,2902520,2204,104498,1447,1000877,1083476,67218283,27394,260304,239626,66027723,28040,6462,721750,193988,1014,32090,0,1.6
3002243,2969716,2869,107157,1129,890451,996395,76825322,38423,384112,321667,69144900,30076,5622,666851,189581,1663,37712,0,1.58
2833766,2842704,2122,110942,987,951859,1062502,81904421,36966,297078,249708,79442189,32289,6201,766711,209094,1995,66856,0,1.62
2831124,2814149,1799,110430,1418,784019,1045780,75086037,29627,295075,266785,74965543,27010,7093,776449,204066,2334,27724,0,1.64
3046822,3094734,2125,98022,1376,901012,1108855,75681266,29620,286750,250963,67718915,25562,6057,722347,200275,2128,25559,0,1.71
3128682,3160915,2680,115362,1515,918878,1061725,78738309,24565,297401,267335,77257707,30342,7995,849899,224190,2951,26998,0,1.66
2815851,2873177,2096,98146,1096,932647,1216174,83442569,33683,352793,314586,78008840,32176,15102,900453,229427,2840,37590,0,1.65
2747644,2775284,1968,103348,1315,879473,1099020,74031683,37377,306884,262767,70983727,28690,9146,801103,211712,2483,34534,0,1.68
2929318,2946488,2147,104498,1560,1060810,1053310,88895344,39410,305491,265815,80238930,32380,6629,794346,212263,1577,32958,0,1.67
2905261,2920431,2508,116649,1344,935170,1196410,83607508,31178,339256,302234,79207723,27298,8184,819045,212152,3292,34267,0,1.62
2872859,2876359,2435,114132,1404,935614,1128914,79885546,31502,310824,282492,78407500,27729,6893,850726,213645,2965,33727,0,1.62
2816244,2834666,1988,100549,1059,871989,1167951,81797150,30938,314436,293053,80484977,32170,7970,876821,212385,2016,29450,0,1.67
2787649,2796650,1620,107546,1038,854922,1155650,76352138,31608,286983,251606,67704804,28880,7573,741739,183812,1363,22216,0,1.66
3080556,3049622,1703,99971,1415,986864,1090859,73485949,32222,293186,263623,74079708,26010,6034,749062,190792,1790,28835,0,1.65
2678783,2665611,2214,118276,1552,863298,1170127,83939423,39189,330623,270359,85094606,36585,7748,825996,228238,1742,24746,0,1.72
2887725,2906180,1951,115513,1391,720225,1198775,81998609,30073,304099,263228,71209429,27961,7003,758040,204051,1456,26730,0,1.73
2764742,2818954,2150,114671,1009,705022,1190796,83359028,43501,337408,271700,60749890,27485,4803,722939,197269,892,22906,0,1.74
2688824,2732951,2134,107014,1038,816777,1120765,74640927,40455,317456,289454,75512206,32611,5371,726834,189294,809,22400,0,1.72
2701263,2692395,1657,105471,1403,838364,1126481,76429246,33641,323373,297245,77646294,36559,7481,812260,217344,1564,23234,0,1.72
2668892,2722033,2109,103799,1319,791567,1069922,77373244,37300,306688,271121,75784249,32854,4994,729169,188660,1491,24500,0,1.71
2811021,2864685,1741,106757,1399,827965,1084842,82721765,45836,319883,268303,84666436,36656,5370,820453,233443,1106,23371,0,1.64
2698834,2766475,2183,103729,1169,765077,1279398,82219570,36880,312247,273075,68112297,29486,5136,801432,207308,1785,26531,0,1.64
2531335,2595331,2139,105668,1034,751332,1136967,76260862,36650,303626,254746,70611121,28151,5075,763515,221489,1461,28192,0,1.66
2863727,2876143,1670,98673,1420,752118,1120459,78180993,36639,294180,264216,80901035,33259,5990,842418,226206,1702,25844,0,1.68
2920116,2968367,2561,100094,1314,805037,1129856,83542198,33481,322973,287662,77123953,27137,5123,784037,207361,1237,26579,0,1.68
2862282,2863716,2042,94357,1427,831885,1152239,76746634,37826,321288,269385,73723061,29461,6385,746355,192982,960,23317,0,1.71
2887805,2890354,2151,91699,1092,933233,1131777,79975342,46398,313501,262016,82720040,35754,8213,843320,223924,1928,24512,0,1.67
2938886,2961045,2461,95587,1135,857902,1112910,76873509,35223,310473,264689,69587274,26066,6518,662673,181875,1095,27597,0,1.72
2938140,2960966,2180,93844,1268,995206,1145132,77277226,75108,312485,232553,90654895,31514,7516,774218,220618,2225,30736,0,1.74
2980080,3009256,2038,103479,1535,1215325,1037241,85901943,33965,289684,260041,77749775,26732,8153,794963,199415,2229,28219,0,1.76
2876795,2952922,2101,114021,1532,889566,1079331,81114528,42138,305119,256750,77956182,30414,8853,827206,223113,2908,29118,0,1.67
2847673,2887471,2243,122888,1251,1042546,1158025,93399503,40030,317168,256149,68284064,26554,8675,800960,220721,3140,25989,0,1.7
2792081,2785878,2205,102782,1267,924453,1052430,87679580,42907,346401,299774,84644703,39203,11696,924822,265987,5437,27453,0,1.68
3038954,3029698,2503,102453,1544,922591,1091170,82160332,37412,328799,296027,76197118,28573,10447,902714,237806,3010,27711,0,1.69
2951810,2980666,2163,100424,1515,983398,1001757,88958961,42491,301840,274518,84693846,32241,7848,886104,237821,2230,28647,0,1.71
3125698,3107306,2675,114943,1490,1085747,1133558,94356227,30431,324051,296413,81941966,33097,10701,898917,238074,2793,28170,0,1.7
3137350,3058567,2022,107290,1159,920814,1079131,99977089,30238,280506,243845,75359952,29513,14686,884174,241751,5530,29396,0,1.68
3041595,3008720,2004,106700,1209,872102,1184652,97387634,40004,317409,256087,78170961,35403,5871,804303,223348,1702,26588,0,1.69
3134840,3074462,2730,114126,1495,830651,1133453,97613407,36246,328730,274169,77277147,32612,6677,847634,233781,1532,27424,0,1.69
3103157,3106524,2427,113984,1488,829415,1127603,94806488,35124,295061,260037,72986873,27657,11452,864924,229904,4620,633196,0,1.18
282429,572337,5705,52848,100487,1091375,1010188,88955144,53127,299784,237386,96388439,55928,8821,1004711,291632,6497,25200,0,1.33
3103510,3110682,1439,98001,1034,811333,989369,81675298,59246,297766,226944,79528307,46822,7894,829356,245748,6035,31017,0,1.66
2733253,2728715,2010,98323,1046,722302,957220,87600934,33519,281445,240012,76685190,31217,3832,723721,199381,502,24253,0,1.85
2672492,2635389,1941,99869,1355,693416,918387,89594385,51124,304448,244226,84475867,48013,8869,838731,238782,2858,20960,0,1.73
3046608,3058008,2003,99527,796,883310,954325,68539494,50634,303706,245541,72180559,45739,6228,809248,237820,1662,16141,0,1.79
2908683,2916837,1336,94294,423,776762,989095,79398069,29910,285283,249113,63935644,33819,4461,683028,193548,2081,19676,0,1.7
2878629,2862913,1994,99409,393,1035606,1027680,68488353,33010,269727,233649,70698201,31182,5509,782810,220735,905,27146,0,1.78
2919315,2880220,1661,110688,401,920788,1052336,70075549,40963,284111,224759,79783323,35931,4030,698964,204242,537,20117,0,1.82
2989806,2917862,1845,93614,1267,793105,896215,78983023,35593,237432,214594,72792864,38725,4552,774036,210516,1878,17790,0,1.73
2691190,2579317,2482,104173,1289,1104569,934049,88373237,36963,323160,283612,77229702,39297,4978,818262,217411,371,22621,0,1.88
2846342,2816831,1669,100597,1298,946975,978969,86966760,32120,294121,267870,75197332,39772,4087,803603,215684,381,18370,0,1.78
2780810,2745682,2091,96385,962,1038721,964818,83812732,37125,293625,245828,83745591,64923,9677,874353,246646,2295,23430,0,1.77
2901758,2850532,2289,96780,1005,913163,996210,85085839,37947,294386,238634,70458029,45241,3995,740142,190343,467,23061,0,1.82
2748140,2762844,2159,97816,1436,925922,998684,91206630,63398,331966,247452,89911081,40663,5175,789162,212891,607,27173,0,1.8
2942420,2909756,1887,96864,1339,837624,1027280,89727523,34056,317508,274216,76857534,39810,4294,796028,218774,693,22802,0,1.77
2842597,2839490,1626,92486,1269,934178,979742,86514248,30642,287188,235744,73064201,41902,4438,774793,204321,411,25012,0,1.82
2953635,2980759,1920,93485,1000,1099712,965717,77897436,37467,263052,209519,64094571,34685,4232,662112,192140,668,22503,0,1.85
2458340,2457867,1788,97635,1046,999126,964515,87840301,43402,315252,257600,70604322,34640,4188,743877,208038,185,19984,0,1.91
2601642,2534800,2004,105329,1255,852176,981177,83357424,37848,296952,257747,74401279,37862,5018,792486,222017,502,23125,0,1.91
2386927,2346364,2272,109667,1351,697214,1020990,83964137,39462,295366,257732,85321575,41065,5740,854443,237470,688,24542,0,1.86
2868312,2849328,1331,99458,1339,1040026,909476,82269691,35033,280756,239584,83744644,43460,4722,803173,231291,643,27021,0,1.8
2891116,2913477,1343,95544,1017,1046593,1052781,87372618,40436,300436,258830,82629523,40797,4986,809143,223563,693,22314,0,1.81
2808409,2865455,1816,104109,979,846606,966122,78568156,38360,267944,237158,84055407,38558,4321,803216,221719,507,20513,0,1.78
2848063,2840488,2018,92815,1205,884765,963661,93818445,57501,290745,245500,90908764,34476,4753,766789,212647,331,22819,0,1.81
2921797,2958973,2180,108406,1306,998088,1262735,99551843,65810,320721,249589,87427972,38291,5137,753110,192261,708,22572,0,1.82
3076465,3075958,2435,109626,1309,903649,995522,94654825,46040,292476,248710,83591365,37452,4597,788577,215608,919,26215,0,1.8
3082181,3082725,2411,102220,996,900466,979144,91544990,53008,283851,244696,80373852,35973,4856,757350,212276,552,21017,0,1.78
3123655,3105234,2124,103443,950,1019001,956712,85697593,53835,285114,247909,82085607,42673,4935,797050,215722,602,20292,0,1.81
3013110,3019419,2411,86744,1284,1000824,1011633,92709519,51057,271065,225972,75923163,33639,4545,778438,210932,683,24285,0,1.77
3028975,3066454,2600,104294,1406,1246150,1018813,99177514,50928,268076,225311,79759994,33643,4346,787240,216954,447,21009,0,1.82
